UNIQUE-ID	NAME	REACTION-EQUATION	PATHWAYS	PATHWAYS	PATHWAYS	PATHWAYS	COFACTORS	COFACTORS	COFACTORS	COFACTORS	ACTIVATORS	ACTIVATORS	ACTIVATORS	ACTIVATORS	INHIBITORS	INHIBITORS	INHIBITORS	INHIBITORS	SUBUNIT-COMPOSITION
ENZRXN0-6164	metalloaminopeptidase	an exoaminopeptidase substrate + H2O  <-->  a peptide + a proteinogenic amino acid + 2 H+					CU+2	MN+2	NI+2	CO+2									1*G7247-MONOMER
NAD-SYNTH-NH3-ENZRXN	NAD<sup>+</sup> synthetase, NH<sub>3</sub>-dependent	ammonium + ATP + nicotinate adenine dinucleotide  <-->  AMP + NAD+ + diphosphate + H+	PWY-7761	PYRIDNUCSAL-PWY	PYRIDNUCSYN-PWY		MG+2												2*NAD-SYNTH-MONOMER
DAPASYN-ENZRXN	7,8-diaminopelargonic acid synthase	(8S)-8-amino-7-oxononanoate + S-adenosyl-L-methionine  <-->  S-adenosyl-4-methylsulfanyl-2-oxobutanoate + (7R,8S)-diaminononanoate	PWY0-1507				PYRIDOXAL_PHOSPHATE												2*DAPASYN-MONOMER
UDPMANACATRANS-ENZRXN	UDP-N-acetyl-D-mannosaminuronic acid transferase	alpha-D-GlcNAc-PP-Und + UDP-N-acetyl-alpha-D-mannosaminuronate  <-->  beta-D-ManNAcA-(1->4)-alpha-D-GlcNAc-PP-Und + UDP + H+	ECASYN-PWY																1*UDPMANACATRANS-MONOMER
ENZRXN0-8621	phosphoenol pyruvate:protein phosphotransferase	phosphoenolpyruvate + an [HPr]-L-histidine  <-->  pyruvate + an [HPr protein]-Npi-phospho-L-histidine					MG+2								#<"2-KETOGLUTARATE" instance frame in ECOBASE[F] @ #x1001c930cb2>				2*PTSI-MONOMER
ENZRXN0-7835	nicotinamide riboside phosphorylase	nicotinamide + alpha-D-ribose-1-phosphate + H+  <-->  1-(beta-D ribofuranosyl)nicotinamide + phosphate																	6*XANTHOSINEPHOSPHORY-MONOMER
ENZRXN0-7390	ribonuclease	RNase E mRNA processing substrate + n H2O  <-->  RNase E processing product mRNA + n an mRNA fragment					MG+2												4*EG10859-MONOMER
ENZRXN0-8300	D-glyceraldehyde 3-phosphate phosphatase	D-glyceraldehyde 3-phosphate + H2O  <-->  D-glyceraldehyde + phosphate																	2*ALKAPHOSPHA-MONOMER
ENZRXN0-8300	D-glyceraldehyde 3-phosphate phosphatase	D-glyceraldehyde 3-phosphate[periplasm] + H2O[periplasm]  <-->  D-glyceraldehyde[periplasm] + phosphate[periplasm]																	2*ALKAPHOSPHA-MONOMER
ENZRXN0-7503	ferric-chelate reductase	2 Fe2+ + 2 N-(2,3-dihydroxybenzoyl)-L-serine trimer + NADP+  <-->  2 iron(III)-[N-(2,3-dihydroxybenzoyl)-L-serine trimer] complex + NADPH + 11 H+																	1*G7593-MONOMER
ENZRXN0-4102	type IV deoxyribonuclease	DNA containing a recognition site + H2O  <-->  DNA cleaved at recognition site																	1*EG10573-MONOMER
ENZRXN0-12597	enterobacterial common antigen ligase	enterobacterial common antigen[periplasmic space] + lipid A-core oligosaccharide (E. coli K-12 core type)[periplasmic space]  <-->  enterobacterial common antigen-core oligosaccharide-lipid A (E. coli K-12 core type)[periplasmic space] + di-trans,octa-cis-undecaprenyl diphosphate[periplasmic space] + H+[periplasmic space]																	1*EG11424-MONOMER
ACP-S-ACETYLTRANSFER-ENZRXN	acetyl-CoA:ACP transacylase	acyl-carrier protein + acetyl-CoA  <-->  an acetyl-[acp] + coenzyme A	PWY-5966																2*FABH-MONOMER
QUINOPRIBOTRANS-ENZRXN	quinolinate phosphoribosyltransferase (decarboxylating)	beta-nicotinate D-ribonucleotide + CO2 + diphosphate  <-->  5-phospho-alpha-D-ribose 1-diphosphate + quinolinate + 2 H+	PYRIDNUCSYN-PWY				MG+2												2*QUINOPRIBOTRANS-MONOMER
ENZRXN0-6545	nigerose hydrolase	nigerose + H2O  <-->  2 D-glucopyranose																	1*G7599-MONOMER
ENZRXN0-6141	DNA primase	a single stranded DNA + n a ribonucleoside triphosphate  <-->  ssDNA/pppN(pN)n-1 hybrid + n-1 diphosphate					MG+2												1*EG10239-MONOMER
ENZRXN0-1121	23S rRNA m<sup>5</sup>U1939 methyltransferase	a uracil1939 in 23S rRNA + S-adenosyl-L-methionine  <-->  a 5-methyluracil1939 in 23S rRNA + S-adenosyl-L-homocysteine + H+					CPD-7												1*EG11247-MONOMER
CYSTATHIONINE-BETA-LYASE-ENZRXN	cystathionine &beta;-lyase	L-cystathionine + H2O  <-->  ammonium + pyruvate + L-homocysteine	HOMOSER-METSYN-PWY				PYRIDOXAL_PHOSPHATE												4*CYSTATHIONINE-BETA-LYASE-MONOMER
METHYLGLYREDUCT-ENZRXN	methylglyoxal reductase (NADPH-dependent)	(S)-lactaldehyde + NADP+  <-->  methylglyoxal + NADPH + H+	PWY-5459												#<"CU+2" instance frame in ECOBASE[F] @ #x1001c94b1d2>	#<"ZN+2" instance frame in ECOBASE[F] @ #x1001c946552>	#<"NI+2" instance frame in ECOBASE[F] @ #x1001c94afc2>	#<"CO+2" instance frame in ECOBASE[F] @ #x1001c94b232>	1*METHYLGLYREDUCT-MONOMER
ENZRXN0-8606	deoxyribodipyrimidine photolyase	a dimer of adjacent 2'-deoxycytidines in DNA + hnu  <-->  two adjacent 2'-deoxycytidines in DNA																	1*EG10736-MONOMER
TRPS-ENZRXN	tryptophan&mdash;tRNA ligase	L-tryptophan + a tRNATrp + ATP  <-->  an L-tryptophanyl-[tRNATrp] + AMP + diphosphate	TRNA-CHARGING-PWY				MG+2												2*TRPS-MONOMER
ENZRXN0-7370	phosphate-dependent exonuclease	a tRNA precursor with a 5' extension and a short 3' extension + n phosphate  <-->  a tRNA precursor with a 5' extension + a ribonucleoside diphosphate	PWY0-1479																1*EG10863-MONOMER
ENZRXN0-7818	ATP synthase	ATP + H2O + 3 H+  <-->  ADP + phosphate + 4 H+[periplasm]	PWY-7980				MG+2												1*ATPB-MONOMER,2*ATPF-MONOMER,10*ATPE-MONOMER,3*ATPD-MONOMER,1*ATPG-MONOMER,3*ATPA-MONOMER,1*ATPH-MONOMER,1*ATPC-MONOMER
ENZRXN0-7485	(<i>S</i>)-NADHX dehydratase	(S)-NADHX + ADP  <-->  AMP + NADH + phosphate + H+																	1*EG11758-MONOMER
ENZRXN0-8283	3-ketoacyl-CoA thiolase	acetyl-CoA + (3Z)-dec-3-enoyl-CoA  <-->  3-oxo-(5Z)-dodecenoyl-CoA + coenzyme A																	1*FADA-MONOMER
ENZRXN0-12579	peptidoglycan L,D-endopeptidase	a peptidoglycan internal segment with L,D cross links (meso-diaminopimelate containing)[periplasm] + H2O[periplasm]  <-->  a peptidoglycan internal segment with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate) tripeptide[periplasm] + a peptidoglycan internal segment with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanine) tetrapeptide[periplasm]																	1*G6892-MONOMER
ENZRXN0-3784	tRNA pseudouridine<sup>65</sup> synthase	a uridine65 in tRNA  <-->  a pseudouridine65 in tRNA																	1*G7449-MONOMER
PSERTRANSAMPYR-ENZRXN	phosphohydroxythreonine aminotransferase	4-phosphooxy-L-threonine + 2-oxoglutarate  <-->  (3R)-3-hydroxy-2-oxo-4 phosphooxybutanoate + L-glutamate	PYRIDOXSYN-PWY				PYRIDOXAL_PHOSPHATE												2*PSERTRANSAM-MONOMER
ACETOOHBUTREDUCTOISOM-ENZRXN	(<i>R</i>)-2,3-dihydroxy-3-methylpentanoate:NADP<sup>+</sup> oxidoreductase (isomerizing)	(R)-2,3-dihydroxy-3-methylpentanoate + NADP+  <-->  (S)-2-aceto-2-hydroxybutanoate + NADPH + H+	ILEUSYN-PWY																4*KETOLREDUCTOISOM-MONOMER
ENZRXN0-7992	acyl-[acp]:1-acyl-sn-glycerol-3-phosphate 2-<i>O</i>-acyltransferase	a palmitoleoyl-[acp] + 1-myristoyl-sn-glycerol 3-phosphate  <-->  1-myristoyl-2-palmitoleoyl-sn-glycerol 3-phosphate + acyl-carrier protein																	1*1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER
ENZRXN0-5822	ADP-sugar diphosphatase	an ADP-sugar + H2O  <-->  AMP + an alpha-D-aldose 1-phosphate + 2 H+					MG+2												2*G7740-MONOMER
ENZRXN0-6521	diguanylate cyclase	2 GTP  <-->  cyclic di-3',5'-guanylate + 2 diphosphate																	1*G6980-MONOMER
CITC-ENZRXN	citrate lyase synthetase	a holo [citrate lyase acyl-carrier protein] + acetate + ATP  <-->  an acetyl-holo [citrate lyase acyl-carrier protein] + AMP + diphosphate	P2-PWY																1*CITC-MONOMER
ENZRXN-6175	16S rRNA m<sup>2</sup>G1207 methyltransferase	a guanine1207 in 16S rRNA + S-adenosyl-L-methionine  <-->  S-adenosyl-L-homocysteine + an N2-methylguanine1207 in 16S rRNA + H+					MG+2												1*G7950-MONOMER
ENZRXN0-8581	protein phosphoaspartate phosphatase	BasR-Pasp51 + H2O  <-->  BasR + phosphate + H+	PWY0-1482																1*BASS-MONOMER
MANNONDEHYDRAT-ENZRXN	D-mannonate dehydratase	D-mannonate  <-->  2-dehydro-3-deoxy-D-gluconate + H2O	PWY-7242																1*MANNONDEHYDRAT-MONOMER
ENZRXN0-7347	L-cysteine desulfhydrase	L-cysteine + H2O  <-->  pyruvate + ammonium + hydrogen sulfide																	2*ACSERLYA-MONOMER
ENZRXN0-7467	5-phospho-&alpha;-D-ribosyl 1,2-cyclic phosphate phosphodiesterase	5-phospho-alpha-D-ribose 1,2-cyclic phosphate + H2O  <-->  alpha-D-ribose 1,5-bisphosphate + H+	PWY-7805	PWY0-1533			MN+2												2*EG10725-MONOMER
ENZRXN0-7799	m<sup>7</sup>GTP pyrophosphatase	m7GTP + H2O  <-->  N7-methylguanosine 5'-phosphate + diphosphate + H+																	1*EG11438-MONOMER
ENZRXN0-12561	peptidoglycan glycosyltransferase	a nascent [peptidoglycan]n with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide[periplasmic space] + Und-PP-[beta-D-GlcNAc-(1->4)]-MurNAc-L-Ala-gamma-D-Glu-meso-DAP-D-Ala-D-Ala[periplasmic space]  <-->  a nascent [peptidoglycan]n+1 with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide[periplasmic space] + di-trans,octa-cis-undecaprenyl diphosphate[periplasmic space]	PWY0-1586	PEPTIDOGLYCANSYN-PWY															1*EG10607-MONOMER
ENZRXN0-8267	3-hydroxyacyl-CoA dehydrogenase	(S)-3-hydroxy-(7Z)-tetradecenoyl-CoA + NAD+  <-->  3-oxo-(7Z)-tetradecenoyl-CoA + NADH + H+																	1*FADB-MONOMER
PPX-ENZRXN	exopolyphosphatase	(polyphosphate)(n) + H2O  <-->  (polyphosphate)(n-1) + phosphate					MG+2				#<"K+" instance frame in ECOBASE[F] @ #x1001c94b502>				#<"GUANOSINE-5DP-3DP" instance frame in ECOBASE[F] @ #x1001c94c7c2>	#<"Pi" instance frame in ECOBASE[F] @ #x1001c944602>	#<"GDP-TP" instance frame in ECOBASE[F] @ #x1001c94c7f2>		2*PPX-MONOMER
ENZRXN0-7974	(3<i>R</i>)-3-hydroxydodecanoyl-[acyl-carrier protein] dehydratase	a (3R)-3-hydroxydodecanoyl-[acp]  <-->  a (2E)-dodec-2-enoyl-[acp] + H2O	PWY-5971																6*FABZ-MONOMER
ENZRXN0-5541	c-di-GMP phosphodiesterase	cyclic di-3',5'-guanylate + H2O  <-->  5'-phosphoguanylyl(3'->5')guanosine + H+					MN+2	MG+2											2*EG11236-MONOMER
CDPDIGLYSYN-ENZRXN	CTP:2,3,4-saturated L-phosphatidate cytidylyltransferase	CTP + a 2,3,4-saturated 1,2-diacyl-sn-glycerol 3-phosphate + H+  <-->  a CDP-2,3,4-saturated-diacylglycerol + diphosphate					MG+2	K+											1*CDPDIGLYSYN-MONOMER
ENZRXN0-8560	protein-histidine autokinase	a [protein]-L-histidine + ATP  <-->  a [protein]-N-phospho-L-histidine + ADP + H+																	1*G7243-MONOMER
ENZRXN-29990	UDP-Gal:&beta;-D-GlcA-(1&rarr;3)-2-<i>O</i>-Ac-&alpha;-D-Gal-(1&rarr;3)-&alpha;-L-Fuc-(1&rarr;4)-3-O-Ac-&alpha;-L-Fuc-(1&rarr;3)-&alpha;-D-Glc-PP-Und &alpha;-(1,4)-galactosyltransferase	UDP-alpha-D-galactose + beta-D-GlcA-(1->3)-2-O-Ac-alpha-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und  <-->  alpha-D-Gal-(1->4)-beta-D-GlcA-(1->3)-2-O-Ac-alpha-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und + UDP + H+	PWY-8243																1*G7095-MONOMER
ENZRXN0-7314	mRNA interferase	an mRNA + H2O  <-->  2 an mRNA fragment																	1*G7602-MONOMER
LYSDECARBOX-ENZRXN	lysine decarboxylase	L-lysine + H+  <-->  CO2 + cadaverine	PWY0-1303	PWY0-461	PWY0-1601		PYRIDOXAL_PHOSPHATE								#<"GUANOSINE-5DP-3DP" instance frame in ECOBASE[F] @ #x1001c94c7c2>				10*LYSDECARBOX-MONOMER
PHENDEHYD-ENZRXN	phenylacetaldehyde dehydrogenase	phenylacetaldehyde + NAD+ + H2O  <-->  phenylacetate + NADH + 2 H+	2PHENDEG-PWY												#<"PHENYLACETALDEHYDE" instance frame in ECOBASE[F] @ #x1001c93af42>				4*PHENDEHYD-MONOMER
ENZRXN0-7779	5-carboxymethylaminomethyluridine-tRNA synthase	a uridine34 in tRNA + GTP + a 5,10-methylenetetrahydrofolate + glycine + an oxidized electron carrier + H2O  <-->  a 5-carboxymethylaminomethyluridine34 in tRNA + GDP + a 7,8-dihydrofolate + a reduced two electron carrier + phosphate + 2 H+					FAD												2*EG10997-MONOMER,2*EG10375-MONOMER
ENZRXN0-8244	acyl-CoA dehydrogenase	(5Z)-tetradecenoyl-CoA + an oxidized electron-transfer flavoprotein + H+  <-->  (2E,5Z)-tetradec-2,5-enoyl-CoA + a reduced electron-transfer flavoprotein	PWY0-1337																1*ACYLCOADEHYDROG-MONOMER
ENZRXN0-5281	ribosylnicotinamide kinase	1-(beta-D ribofuranosyl)nicotinamide + ATP  <-->  beta-nicotinamide D-ribonucleotide + ADP + H+	PWY3O-4106																4*PD04413
ENZRXN0-302	asparaginase	L-asparagine + H2O  <-->  L-aspartate + ammonium	ASPASN-PWY	ASPARAGINE-DEG1-PWY															2*MONOMER0-2,2*MONOMER0-3
ASPS-ENZRXN	aspartate&mdash;tRNA ligase	tRNAasp + L-aspartate + ATP  <-->  an L-aspartyl-[tRNAasp] + AMP + diphosphate	TRNA-CHARGING-PWY																2*ASPS-MONOMER
ENZRXN0-8538	5-aminopentanal dehydrogenase	5-aminopentanal + NAD+ + H2O  <-->  5-aminopentanoate + NADH + 2 H+	PWY0-461																4*G6755-MONOMER
ENZRXN0-8406	2-acyl-lysophospholipase	a 1-lysophosphatidylethanolamine[periplasm] + H2O[periplasm]  <-->  a carboxylate[periplasm] + sn-glycero-3-phosphoethanolamine[periplasm] + H+[periplasm]																	2*MONOMER0-341
ENZRXN0-7212	protoporphyrinogen dehydrogenase	protoporphyrin IX + 3 a menaquinol[inner membrane]  <-->  protoporphyrinogen IX + 3 a menaquinone[inner membrane]	HEMESYN2-PWY				FMN												4*PROTOPORGENOXI-MONOMER
ENZRXN0-6451	arbutin-6-phosphate glucohydrolase	arbutin 6-phosphate + H2O  <-->  beta-D-glucose 6-phosphate + hydroquinone																	1*EG10085-MONOMER
ENZRXN0-12526	protein adenylyltransferase	a [protein]-(L-serine/L-threonine) + ATP  <-->  an O-(5'-adenylyl)-L-serine/L-threonine-[protein] + diphosphate																	1*G6924-MONOMER
ENZRXN-26688	protein disulfide oxidase (quinone)	a [disulfide-bond carrier protein] with reduced L-cysteine residues + an electron-transfer quinone  <-->  a [disulfide-bond carrier protein] carrying a disulfide bond + an electron-transfer quinol																	1*DSBBPROT-MONOMER
PEPCARBOXYKIN-ENZRXN	phospho<i>enol</i>pyruvate carboxykinase (ATP)	oxaloacetate + ATP  <-->  CO2 + phosphoenolpyruvate + ADP	GLUCONEO-PWY				MG+2												1*PEPCARBOXYKIN-MONOMER
KETOGLUTREDUCT-ENZRXN	2-oxoglutarate reductase ((R)-2-hydroxyglutarate-forming)	(R)-2-hydroxyglutarate + NAD+  <-->  2-oxoglutarate + NADH + H+	SERSYN-PWY-1												#<"SER" instance frame in ECOBASE[F] @ #x1001c934b82>				4*PGLYCDEHYDROG-MONOMER
ENZRXN0-7904	<i>N</i>-acetylornithine aminotransferase	N-acetyl-L-ornithine + 2-oxoglutarate  <-->  N-acetyl-L-glutamate 5-semialdehyde + L-glutamate	GLUTORN-PWY				PYRIDOXAL_PHOSPHATE												2*GABATRANSAM-MONOMER
ENZRXN0-7757	alkaline phosphatase	a phosphate monoester[periplasm] + H2O[periplasm]  <-->  an alcohol[periplasm] + phosphate[periplasm]					MG+2	ZN+2											2*ALKAPHOSPHA-MONOMER
ENZRXN0-8349	recombination-promoting nuclease	a double stranded DNA + n H2O  <-->  n+1 a 5'-phosphooligonucleotide					MG+2												1*EG11750-MONOMER
ENZRXN0-4941	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose + di-trans,octa-cis-undecaprenyl phosphate  <-->  4-deoxy-4-formamido-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate + UDP	PWY0-1338																1*G7167-MONOMER
ENZRXN0-286	fructose-6-phosphate aldolase	beta-D-fructofuranose 6-phosphate  <-->  dihydroxyacetone + D-glyceraldehyde 3-phosphate																	10*EG11905-MONOMER
ARGS-ENZRXN	arginine&mdash;tRNA ligase	a tRNAArg + L-arginine + ATP  <-->  an L-arginyl-[tRNAArg] + AMP + diphosphate	TRNA-CHARGING-PWY				MG+2												1*ARGS-MONOMER
4OH2OXOGLUTARALDOL-ENZRXN	2-keto-4-hydroxyglutarate aldolase	(4S)-4-hydroxy-2-oxoglutarate  <-->  glyoxylate + pyruvate																	3*KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER
ENZRXN0-8520	ferric-chelate reductase	2 Fe2+ + 2 N-(2,3-dihydroxybenzoyl)-L-serine + NADP+  <-->  2 iron(III)-[N-(2,3-dihydroxybenzoyl)-L-serine] complex + NADPH + 3 H+																	1*G7593-MONOMER
ENZRXN0-8384	cytochrome <i>c</i> peroxidase	hydrogen peroxide[periplasm] + a menaquinol[inner membrane]  <-->  a menaquinone[inner membrane] + 2 H2O[periplasm]	PWY0-1590	PWY0-1591			HEME_C												1*EG12244-MONOMER
ENZRXN0-6617	RNA pyrophosphohydrolase	a 5' triphospho-[mRNA] + H2O  <-->  a 5'-phospho-[mRNA] + diphosphate + H+					MG+2												1*G7459-MONOMER
ENZRXN0-6426	serine deaminase	L-serine  <-->  pyruvate + ammonium					CPD-7												2*LSERINEDEAM3-MONOMER
ENZRXN0-12509	protein-histidine autokinase	a [protein]-L-histidine + ATP  <-->  a [protein]-N-phospho-L-histidine + ADP + H+																	2*NARQ-MONOMER
ENZRXN-24999	(<i>S</i>)-1-aminoethylphosphonate <i>N</i>-acetyltransferase	[(S)-1-aminoethyl]phosphonate + acetyl-CoA  <-->  [(1S)-1-acetamidoethyl]phosphonate + coenzyme A + H+																	1*EG10724-MONOMER
ORNDECARBOXDEG-ENZRXN	ornithine decarboxylase	L-ornithine + H+  <-->  CO2 + putrescine	ORNDEG-PWY	PWY-46			PYRIDOXAL_PHOSPHATE				#<"GTP" instance frame in ECOBASE[F] @ #x1001c94d242>								2*ORNDECARBOXDEG-MONOMER
IMPCYCLOCYDROLASE-ENZRXN	IMP cyclohydrolase	IMP + H2O  <-->  5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide	PWY-6123																1*AICARTRANSIMPCYCLO-CPLX
ENZRXN0-7883	isobutyraldehyde reductase	isobutanol + NADP+  <-->  isobutanal + NADPH + H+																	1*G6190-MONOMER
ENZRXN0-7736	3'AMP phosphatase	adenosine 3'-monophosphate[periplasm] + H2O[periplasm]  <-->  adenosine[periplasm] + phosphate[periplasm]																	2*ALKAPHOSPHA-MONOMER
ENZRXN0-8333	glyoxalase III	glyoxal + H2O  <-->  glycolate + H+																	1*EG11383-MONOMER
ENZRXN0-4564	ATP-dependent Clp protease	a protein + ATP + 2 H2O  <-->  2 a peptide + ADP + phosphate + 3 H+																	14*EG10158-MONOMER,6*EG10156-MONOMER,6*EG10159-MONOMER
ENZRXN0-274	hydroxypyruvate isomerase	3-hydroxypyruvate  <-->  tartronate semialdehyde																	2*G6277-MONOMER
ALPHA-AMYL-PERI-ENZRXN	&alpha;-amylase	a (1->4)-alpha-D-glucan[periplasm] + n H2O[periplasm]  <-->  a (1->4)-alpha-D-glucan[periplasm] + maltohexaose[periplasm]					CA+2												1*ALPHA-AMYL-PERI-MONOMER
3-DEHYDROQUINATE-DEHYDRATASE-ENZRXN	3-dehydroquinate dehydratase	3-dehydroquinate  <-->  3-dehydroshikimate + H2O	PWY-6163																2*AROD-MONOMER
ENZRXN0-8496	isopentenol kinase	prenol + ATP  <-->  prenyl phosphate + ADP + H+	PWY0-1597				MG+2												2*THZ-KIN-MONOMER
ENZRXN0-6399	deubiquitinase	a [protein]-N6-monoubiquitinyl-L-lysine + H2O  <-->  a [protein]-L-lysine + a [ubiquitin] C-terminal glycine																	1*G7176-MONOMER
ENZRXN0-6599	sulfur carrier protein ThiS adenylyltransferase	a [ThiS sulfur-carrier protein] + ATP + H+  <-->  a carboxy-adenylated-[ThiS sulfur-carrier protein] + diphosphate	PWY-6892				MG+2												2*THIF-MONOMER
ENZRXN-23640	bis(molybdenum cofactor) synthase	2 GTP + MoO2-molybdopterin cofactor + molybdopterin + 3 H+  <-->  bis(guanylyl molybdopterin) cofactor + 2 diphosphate + H2O																	1*EG11829-MONOMER
ENZRXN0-12491	L-<i>glycero</i>-L-galacto-octuluronate-1-phosphate aldolase	L-glycero-L-galacto-octuluronate-1-phosphate  <-->  glycerone phosphate + aldehydo-L-arabinuronate																	4*G6960-MONOMER
HOMOSERDEHYDROGII-ENZRXN	homoserine dehydrogenase	L-homoserine + NAD(P)+  <-->  L-aspartate 4-semialdehyde + NAD(P)H + H+	HOMOSERSYN-PWY																2*ASPKINIIHOMOSERDEHYDROGII-MONOMER
NITRATREDUCTZ-ENZRXN	nitrate reductase	nitrate + a menaquinol[inner membrane] + 2 H+  <-->  nitrite + a menaquinone[inner membrane] + H2O + 2 H+[periplasm]	PWY0-1581	PWY0-1352	PWY0-1321		Heme-b	CPD-15873	FeS-Centers										1*NARY-MONOMER,1*NARZ-MONOMER,1*NARV-MONOMER
ENZRXN0-7710	phosphocholine phosphatase	phosphocholine[periplasm] + H2O[periplasm]  <-->  choline[periplasm] + phosphate[periplasm]																	2*ALKAPHOSPHA-MONOMER
UROPORIIIMETHYLTRANSA-ENZRXN	S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase	uroporphyrinogen-III + S-adenosyl-L-methionine  <-->  S-adenosyl-L-homocysteine + precorrin-1 + H+	RXN-13403	PWY-5194															2*SIROHEMESYN-MONOMER
ENZRXN0-267	NADH cupric reductase	2 Cu2+ + NADH  <-->  2 Cu+ + NAD+ + H+					FAD	CU+											1*NADH-DHII-MONOMER
ENZRXN0-8315	nitrophenyl phosphatase	4-nitrophenyl phosphate[periplasm] + H2O[periplasm]  <-->  4-nitrophenol[periplasm] + phosphate[periplasm] + H+[periplasm]																	1*USHA-MONOMER
ENZRXN0-6373	&beta;-<i>N</i>-acetylglucosaminidase	N-acetyl-beta-D-glucosamine-1,6-anhydro-N-acetyl-beta-D-muramate + H2O  <-->  N-acetyl-D-glucosamine + 1,6-anhydro-N-acetyl-beta-D-muramate	PWY0-1261																1*G6567-MONOMER
ENZRXN0-4343	signal peptide peptidase	a lipoprotein signal peptide + n H2O  <-->  n+1 a peptide	PWY-7884																4*EG10968-MONOMER
ENZRXN-22201	alanylglutamate dipeptidase	L-alanyl-L-glutamate + H2O  <-->  L-alanine + L-glutamate	PWY0-1546																2*EG10695-MONOMER
ADENYLATECYC-ENZRXN	adenylate cyclase	ATP  <-->  cyclic-AMP + diphosphate					MG+2												1*ADENYLATECYC-MONOMER
H2PTEROATESYNTH-ENZRXN	dihydropteroate synthase	4-aminobenzoate + (7,8-dihydropterin-6-yl)methyl diphosphate  <-->  7,8-dihydropteroate + diphosphate	PWY-6614				MG+2												2*H2PTEROATESYNTH-MONOMER
ENZRXN0-8480	undecaprenyl phosphate-&alpha;-L-ara4FN deformylase	4-deoxy-4-formamido-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate + H2O  <-->  4-amino-4-deoxy-alpha-L-arabinopyranosyl ditrans,octacis-undecaprenyl phosphate + formate	PWY0-1338																1*G7169-MONOMER
ENZRXN0-7691	3-hydroxyacyl-CoA dehydrogenase	(S)-3-hydroxy-(5Z)-tetradecenoyl-CoA + NAD+  <-->  3-oxo-(5Z)-tetradecenoyl-CoA + NADH + H+	PWY0-1337																1*FADB-MONOMER
ENZRXN0-6580	poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine <i>N</i>-deacetylase	poly-beta-1,6-N-acetyl-D-glucosamine + H2O  <-->  a partially deacetylated poly-beta-1,6-N-acetyl-D-glucosamine + acetate					FE+2												1*G6530-MONOMER
ENZRXN0-12474	DNA-formamidopyrimidine glycosylase	a purine base lesion in DNA + H2O  <-->  a [DNA]-nucleotide-3'-phosphate + a 5'-phospho-[DNA] + 4-oxo-2-pentenal + a modified nucleobase																	1*EG10329-MONOMER
ENZRXN0-8180	inositol monophosphatase	1D-myo-inositol 2-monophosphate + H2O  <-->  myo-inositol + phosphate					MG+2												1*EG10983-MONOMER
NACMURLALAAMI2-ENZRXN	<i>N</i>-acetylmuramoyl-L-alanine amidase	peptidoglycan dimer with pentapeptide stems (meso-diaminopimelate containing)[periplasm] + H2O[periplasm]  <-->  peptidoglycan dimer with a single pentapeptide stem (meso-diaminopimelate containing)[periplasm] + L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine[periplasm]									#<"G7484-MONOMER" instance frame in ECOBASE[F] @ #x10024073ad2>	#<"EG12297-MONOMER" instance frame in ECOBASE[F] @ #x10023db6fa2>							1*NACMURLALAAMI2-MONOMER
ENZRXN0-2573	protein-tyrosine phosphatase	a [protein]-L-tyrosine phosphate + H2O  <-->  a [protein]-L-tyrosine + phosphate																	1*G7106-MONOMER
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-ENZRXN	UDP-3-<i>O</i>-(3-hydroxymyristoyl)glucosamine <i>N</i>-acyltransferase	a (3R)-3-hydroxytetradecanoyl-[acp] + UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine  <-->  UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-alpha-D-glucosamine + acyl-carrier protein + H+	NAGLIPASYN-PWY																3*UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO
ENZRXN-2006	adenine glycosylase	DNA with adenine:7,8-dihydro-8-oxoguanine mismatch + H2O  <-->  a DNA containing an apurinic/apyrimidinic site + adenine																	1*EG10627-MONOMER
